eventID,videoID,timed_url,time,img_file,text_file,notes,code_text,coords
65,2,https://www.youtube.com/watch?t=2622&v=W5XNOmyJr6I,2622,screencapture-localhost-8000-2022-01-21-10_36_21.png,,"goal: ""and we're going to download....""; after installing the library you need to download the datasets to work with, which is essentially step 2 of installation",,
66,2,https://www.youtube.com/watch?t=2675&v=W5XNOmyJr6I,2675,screencapture-localhost-8000-2022-01-21-10_38_46.png,,"other: he's recording notes about the process in the notes file as he goes, which seems related to the code story.",,
67,2,https://www.youtube.com/watch?t=2707&v=W5XNOmyJr6I,2707,screencapture-localhost-8000-2022-01-21-11_19_06.png,,revisit: stackoverflow question - list of common foods; copying the nltk example code.,,
68,2,https://www.youtube.com/watch?t=2707&v=W5XNOmyJr6I,2707,screencapture-localhost-8000-2022-01-21-11_19_06.png,,"goal: ""let's now figure out what this does""",,
69,2,https://www.youtube.com/watch?t=2751&v=W5XNOmyJr6I,2751,screencapture-localhost-8000-2022-01-21-11_21_31.png,,code: data_exploration; copies in the nltk code,"from nltk.corpus import wordnet as wn
food = wn.synset('food.n.02"")
list(set([w for s in food.closure(lambda s:s.hyponyms()) for w in s.lemma_names()]))
",531;506;928;106
70,2,https://www.youtube.com/watch?t=2751&v=W5XNOmyJr6I,2751,screencapture-localhost-8000-2022-01-21-11_21_31.png,,output: squiggly line under ntlk call; leads him to conclude he needs to import.,,
71,2,https://www.youtube.com/watch?t=2744&v=W5XNOmyJr6I,2744,screencapture-localhost-8000-2022-01-21-11_29_01.png,,code: data_exploration; adds nltk import,"import nltk
",531;341;193;58
72,2,https://www.youtube.com/watch?t=2744&v=W5XNOmyJr6I,2744,screencapture-localhost-8000-2022-01-21-11_29_01.png,,output: error on importing nltk,,
73,2,https://www.youtube.com/watch?t=2760&v=W5XNOmyJr6I,2760,screencapture-localhost-8000-2022-01-21-11_29_01.png,,"goal: ""we're going to have to do some environment refreshing""; I assume he thinks that since it's installed, it may just be that the IDE hasn't realized it's there yet",,
74,2,https://www.youtube.com/watch?t=2806&v=W5XNOmyJr6I,2806,screencapture-localhost-8000-2022-01-21-11_32_42.png,,"search: conda how to install in current env with pip; ntlk not in installed packages, but lists as installed when he tries to re-install. is available as a site package.",,
75,2,https://www.youtube.com/watch?t=2808&v=W5XNOmyJr6I,2808,screencapture-localhost-8000-2022-01-21-11_35_12.png,,visit: stackoverflow - using pip to install packages to Anaconda environment;,,
76,2,https://www.youtube.com/watch?t=2824&v=W5XNOmyJr6I,2824,screencapture-localhost-8000-2022-01-21-11_36_32.png,,"goal: ""conda install pip - that's what I need""",,
77,2,https://www.youtube.com/watch?t=2907&v=W5XNOmyJr6I,2907,screencapture-localhost-8000-2022-01-21-11_38_58.png,,"output: ""no module nltk""; ""classic""",,
78,2,https://www.youtube.com/watch?t=2942&v=W5XNOmyJr6I,2942,screencapture-localhost-8000-2022-01-21-11_40_05.png,,"output: nltk now imports; ""oh I had to restart the kernel""",,
79,2,https://www.youtube.com/watch?t=3003&v=W5XNOmyJr6I,3003,screencapture-localhost-8000-2022-01-21-11_41_36.png,,"output: list of foods; ""Oh look at this, we have a list of foods. This is wonderful""",,
80,2,https://www.youtube.com/watch?t=3028&v=W5XNOmyJr6I,3028,screencapture-localhost-8000-2022-01-21-11_42_42.png,,code: data_exploration; made a variable to save the returned food list.,"import nltk

from nltk.corpus import wordnet as wn
food = wn.synset('food.n.02')
food_list = list(set([w for s in food.closure(lambda s:s.hyponyms()) for w in s.lemma_names()]))

food_list
",540;191;1039;338
81,2,https://www.youtube.com/watch?t=3072&v=W5XNOmyJr6I,3072,screencapture-localhost-8000-2022-01-21-11_45_47.png,,"other: ""got a list of foods"" - updates the notes file.",,
82,2,https://www.youtube.com/watch?t=3089&v=W5XNOmyJr6I,3089,screencapture-localhost-8000-2022-01-21-11_46_36.png,,"goal: from notes: ""..filter imagenet data classes and remove any class that contains a food""",,
83,2,https://www.youtube.com/watch?t=3148&v=W5XNOmyJr6I,3148,screencapture-localhost-8000-2022-01-21-11_48_44.png,,"goal: ""let's strip the strings from here, make everything lower case, and remove punctuation""; I've paraphrased a bit. He's referring to the imagenet class descriptions now and I think will then take those words and look for them ""in"" the list of foods.",,
84,2,https://www.youtube.com/watch?t=3291&v=W5XNOmyJr6I,3291,screencapture-localhost-8000-2022-01-21-13_05_03.png,,"code: data_exploration; initial code to lower case and attempt to remove ""_"" with incorrect method","for food_item in food_list:
   print((food_item.lower().strip(""_"")) .
",540;332;445;79
85,2,https://www.youtube.com/watch?t=3291&v=W5XNOmyJr6I,3291,screencapture-localhost-8000-2022-01-21-13_05_03.png,,output: the food list still contains _ so strip did not do what he hoped.,,
87,2,https://www.youtube.com/watch?t=3376&v=W5XNOmyJr6I,3376,screencapture-localhost-8000-2022-01-21-13_07_56.png,,output: food names split into sub arrays,,
88,2,https://www.youtube.com/watch?t=3420&v=W5XNOmyJr6I,3420,screencapture-localhost-8000-2022-01-21-13_09_57.png,,code: data_exploration; re-writes loop in a syntax I'm not familiar with,"# Remove punctuation and lower
food_list = [food_item.lower().split(""_"") for food_item in food_list]
food_list
",537;241;751;88
89,2,https://www.youtube.com/watch?t=3420&v=W5XNOmyJr6I,3420,screencapture-localhost-8000-2022-01-21-13_09_57.png,,output: behavior still the same -subarrays after splitting on _,,
90,2,https://www.youtube.com/watch?t=3458&v=W5XNOmyJr6I,3458,screencapture-localhost-8000-2022-01-21-13_11_42.png,,code: data_exploration; not totally sure what he's trying to do here.,"# Remove punctuation and lower
food_list = [food for sublist in food_item.lower().split(""_"") for food_item in food_list]
food_list
",537;386;973;91
91,2,https://www.youtube.com/watch?t=3458&v=W5XNOmyJr6I,3458,screencapture-localhost-8000-2022-01-21-13_11_42.png,,output: doesn't work,,
92,2,https://www.youtube.com/watch?t=3493&v=W5XNOmyJr6I,3493,screencapture-localhost-8000-2022-01-21-13_17_16.png,,"search: python create a list from list of lists; ""I always get this mixed up""",,
93,2,https://www.youtube.com/watch?t=3495&v=W5XNOmyJr6I,3495,screencapture-localhost-8000-2022-01-21-13_21_02.png,,"visit: stackoverflow how to make a flat list out of a list of lists; he's looking up the syntax to flatten his split lists into a single list. (which I'm not sure is a good idea, but...)",,
94,2,https://www.youtube.com/watch?t=3612&v=W5XNOmyJr6I,3612,screencapture-localhost-8000-2022-01-21-13_24_19.png,,code: data_exploration; flatten list attempt with example copied and commented above,"# flat_list = [item for sublist in t for item in sublist] 
flat_food_list = [food for food_sub_list in food_list for food in food_sub_list]
flat_food_list
",537;377;877;100
95,2,https://www.youtube.com/watch?t=3612&v=W5XNOmyJr6I,3612,screencapture-localhost-8000-2022-01-21-13_24_19.png,,"output: flat list; ""did we make it? we made it""",,
96,2,https://www.youtube.com/watch?t=3625&v=W5XNOmyJr6I,3625,screencapture-localhost-8000-2022-01-21-13_25_34.png,,goal: we've got a list of flat foods. now let's do the same for imagenet.,,
97,2,https://www.youtube.com/watch?t=3703&v=W5XNOmyJr6I,3703,screencapture-localhost-8000-2022-01-21-13_27_39.png,,code: data_exploration; trying to do the same for the imagenet ones - iterate through and lower them then is searching for them in food list. doesn't work because they aren't clean strings yet.,"for k, v in imagenet_classes:
   if v.lower() in flat_food_list:
      print(k)
",537;383;421;100
98,2,https://www.youtube.com/watch?t=3706&v=W5XNOmyJr6I,3706,screencapture-localhost-8000-2022-01-21-13_29_19.png,,output: can't unpack non-iterable int object; doesn't work,,
99,2,https://www.youtube.com/watch?t=3711&v=W5XNOmyJr6I,3711,screencapture-localhost-8000-2022-01-21-13_31_27.png,,"code: data_exploration; ""oh we need items""","for k, v in imagenet_classes.items():
   if v.lower() in flat_food_list:
      print(k)
",540;380;412;94
100,2,https://www.youtube.com/watch?t=3711&v=W5XNOmyJr6I,3711,screencapture-localhost-8000-2022-01-21-13_31_27.png,,"output: a list of indices for classes with food in them; ""hey there we go!""",,
101,2,https://www.youtube.com/watch?t=3795&v=W5XNOmyJr6I,3795,screencapture-localhost-8000-2022-01-21-13_47_24.png,,code: data_exploration; lowering and splitting the class entries.,"# Check ImageNet classes for foods
for k, v in imagenet_classes.items():
   print(v.lower().split("",""))
   if v.lower() in flat_food_list:
      print(k, v)

",540;326;424;151
102,2,https://www.youtube.com/watch?t=3795&v=W5XNOmyJr6I,3795,screencapture-localhost-8000-2022-01-21-13_47_24.png,,"output: lower case, and now have sub-arrays.",,
103,2,https://www.youtube.com/watch?t=3803&v=W5XNOmyJr6I,3803,screencapture-localhost-8000-2022-01-21-13_47_24.png,,"goal: ""I want the items from the list""",,
104,2,https://www.youtube.com/watch?t=3821&v=W5XNOmyJr6I,3821,screencapture-localhost-8000-2022-01-21-13_49_44.png,,code: data_exploration; maybe we can do a straight up comparison,"# Check ImageNet classes for foods
for k, v in imagenet_classes.items():
   print(v.lower().split("",""))
   if v.lower().split("","") in flat_food_list:
      print(k, v)
",531;473;517;151
105,2,https://www.youtube.com/watch?t=3821&v=W5XNOmyJr6I,3821,screencapture-localhost-8000-2022-01-21-13_49_44.png,,output: no that did not work,,
106,2,https://www.youtube.com/watch?t=4078&v=W5XNOmyJr6I,4078,screencapture-localhost-8000-2022-01-21-14_02_28.png,,search: get items from a list; it seems to have added python to it for him in that the results are all python based.,,
107,2,https://www.youtube.com/watch?t=4193&v=W5XNOmyJr6I,4193,screencapture-localhost-8000-2022-01-21-14_05_14.png,,code: data_exploration; trying to find a clever way to determine whether the array of strings is in the list of foods.,"[""string_1"", ""string_2""] in ""string_ 1""
",543;395;439;58
108,2,https://www.youtube.com/watch?t=4193&v=W5XNOmyJr6I,4193,screencapture-localhost-8000-2022-01-21-14_05_14.png,,output: list in list comparison does not work,,
109,2,https://www.youtube.com/watch?t=4175&v=W5XNOmyJr6I,4175,screencapture-localhost-8000-2022-01-21-14_06_48.png,,"goal: ""we want to extract those strings""",,
110,2,https://www.youtube.com/watch?t=4273&v=W5XNOmyJr6I,4273,screencapture-localhost-8000-2022-01-21-14_09_19.png,,code: data_exploration; commented strategy in pseudocode. trying to strip out spaces on array.,"# Check ImageNet classes for foods

# Look at imagenet classes

for k, v in imagenet_classes.items():
   # Get value from imagenet classes (string)
   print(v.lower().split("","").strip("" ""))
   # See if value appears s flat_food_list
   if v.lower().split("","") in flat_food_list:
      print(k,v)
",531;275;553;244
111,2,https://www.youtube.com/watch?t=4274&v=W5XNOmyJr6I,4274,screencapture-localhost-8000-2022-01-21-14_09_19.png,,output: list object has no attribute strip; can't use strip on the list of strings.,,
113,2,https://www.youtube.com/watch?t=4354&v=W5XNOmyJr6I,4354,screencapture-localhost-8000-2022-01-21-14_42_55.png,,output: does remove whitespace,"# Check ImageNet classes for foods

# Look at imagenet classes
for k, v in imagenet_classes.items():
   # Get value from imagenet classes (string)
   # print(v.lower().split("",""))
   print([space_word.strip("" "") for space_word in v.lower().split("","")])
   # See if value appears in flat_food_list
   if v.lower().split("","") in flat_food_list:
      print(k, v)
",540;257;796;284
114,2,https://www.youtube.com/watch?t=4354&v=W5XNOmyJr6I,4354,screencapture-localhost-8000-2022-01-21-14_42_55.png,,"goal: ""ok now we've got a way to do that, we can turn that into a set""",,
115,2,https://www.youtube.com/watch?t=4409&v=W5XNOmyJr6I,4409,screencapture-localhost-8000-2022-01-21-14_45_43.png,,code: data_exploration; trying out set intersection,"set([""string_1"", ""string_2""]).intersection(""string_1"")]
",528;476;607;49
116,2,https://www.youtube.com/watch?t=4409&v=W5XNOmyJr6I,4409,screencapture-localhost-8000-2022-01-21-14_45_43.png,,output: doesn't work - intersection is nothing but should be string 1,,
117,2,https://www.youtube.com/watch?t=4422&v=W5XNOmyJr6I,4422,screencapture-localhost-8000-2022-01-21-14_47_19.png,,code: data_exploration; turns string 1 into a set,"set([""string_1"", ""string_2""]).intersection((set[""string_1""])
",543;263;646;55
118,2,https://www.youtube.com/watch?t=4422&v=W5XNOmyJr6I,4422,screencapture-localhost-8000-2022-01-21-14_47_19.png,,output: intersection still null; huh!?,,
119,2,https://www.youtube.com/watch?t=4429&v=W5XNOmyJr6I,4429,screencapture-localhost-8000-2022-01-21-14_48_23.png,,code: data_exploration; tries with intersect. Intersect is not a method,"set([""string_1"", ""string_2""]).intersect(set[""string_1""])
",534;269;616;46
120,2,https://www.youtube.com/watch?t=4429&v=W5XNOmyJr6I,4429,screencapture-localhost-8000-2022-01-21-14_48_23.png,,output: set object has no attribute intersect.,,
121,2,https://www.youtube.com/watch?t=4466&v=W5XNOmyJr6I,4466,screencapture-localhost-8000-2022-01-21-14_54_51.png,,search: python set intersection; he's tried several variations on intersection now looking for an example,,
122,2,https://www.youtube.com/watch?t=4468&v=W5XNOmyJr6I,4468,screencapture-localhost-8000-2022-01-21-14_56_12.png,,visit: Python set intersection method; skims examples,,
124,2,https://www.youtube.com/watch?t=4497&v=W5XNOmyJr6I,4497,screencapture-localhost-8000-2022-01-21-14_57_58.png,,output: still returns empty set.,"intersect_str = set([""string_1"", ""string_2""]).intersection(set(""string_1""))
intersect_str
",534;554;829;64
125,2,https://www.youtube.com/watch?t=4515&v=W5XNOmyJr6I,4515,screencapture-localhost-8000-2022-01-21-14_59_12.png,,"code: data_exploration; added square brackets around ""string 1""","intersect_str = set([""string_1"", ""string_2""]).intersection(set([""string_1""])) 
intersect_str
",534;368;850;70
126,2,https://www.youtube.com/watch?t=4515&v=W5XNOmyJr6I,4515,screencapture-localhost-8000-2022-01-21-14_59_12.png,,"output: that then returns ""string 1""",,
129,2,https://www.youtube.com/watch?t=4574&v=W5XNOmyJr6I,4574,screencapture-localhost-8000-2022-01-21-15_01_14.png,,output: now in set form.,"# Look at imagenet classes
for k, v in imagenet_classes.items():
   # Get value from imagenet classes (string)
   # print(v.lower(),split("",""))
   imagenet_class_set = set([space_word.strip("" "") for space_word in v.lower().split("","")])
   print([imagenet_class_set])
   # See if value appears in flat_food_list
   if v.lower().split("","") in flat_food_list:
      print(k, v) I
",534;211;1003;253
130,2,https://www.youtube.com/watch?t=4596&v=W5XNOmyJr6I,4596,screencapture-localhost-8000-2022-01-21-15_03_56.png,,code: data_exploration; adds set intersect,"# Look at imagenet classes
for k, v in imagenet_classes.items():
   # Get value from imagenet classes (string)
   # print(v.lower().split("",""))
   imagenet_class_set = set([space_word.strip("" "") for space_word in v.lower().split("","")])
   print([imagenet_class_set]) |
   # See if value appears jin flat_food_list
   if imagenet_class_set.intersection(flat_food_list):
      print(k, v)
",537;220;1000;260
131,2,https://www.youtube.com/watch?t=4598&v=W5XNOmyJr6I,4598,screencapture-localhost-8000-2022-01-21-15_05_27.png,,output: appears to work - outputs 8 hen in the viewable output.,,
134,2,https://www.youtube.com/watch?t=4608&v=W5XNOmyJr6I,4608,screencapture-localhost-8000-2022-01-21-15_14_16.png,,"output: there's now a list of indices and image classes that are seen as ""food""",,
135,2,https://www.youtube.com/watch?t=4627&v=W5XNOmyJr6I,4627,screencapture-localhost-8000-2022-01-21-15_15_59.png,,"goal: ""imagenet food classes...we want to filter these out.",,
136,2,https://www.youtube.com/watch?t=4657&v=W5XNOmyJr6I,4657,screencapture-localhost-8000-2022-01-22-14_39_39.png,,output: these are the classes to filter out; interestingly some of them have artifacts from word separation  like bowtie...not always pasta.,,
137,2,https://www.youtube.com/watch?t=4734&v=W5XNOmyJr6I,4734,screencapture-localhost-8000-2022-01-22-14_42_00.png,,goal: what classes shouldn't be there?; he recognizes that not all of the classes identified are actually related to food. proposing a manual filter.,,
138,2,https://www.youtube.com/watch?t=4746&v=W5XNOmyJr6I,4746,screencapture-localhost-8000-2022-01-22-14_44_15.png,,search: ruffed grouse; trying to determine whether this should be food or not.,,
139,2,https://www.youtube.com/watch?t=4760&v=W5XNOmyJr6I,4760,screencapture-localhost-8000-2022-01-22-14_45_00.png,,search: ruffed grouse images; is this food or a bird?,,
