eventID,time,filename
70,1697557950,revisit: Google Cloud Platform;
71,1697557982,search: whats my ip;
72,1697557985,revisit: Google Cloud Platform;
73,1697558416,revisit: Google Cloud Platform;
74,1697558439,search: google maps api find restaurants and sort by rating;
75,1697558446,visit: geolocation - Sorting Google Maps places by number of reviews - Stack Overflow;
76,1697558459,visit: How can I see which location has the most reviews/ratings in a given area on Google Maps? - Android Enthusiasts Stack Exchange;
79,1697558507,revisit: google maps api find restaurants and sort by rating;
80,1697558757,search: google apis service_disabled;
81,1697558762,revisit: How can I see which location has the most reviews/ratings in a given area on Google Maps? - Android Enthusiasts Stack Exchange;
82,1697558768,revisit: Google Cloud Platform;
86,1697559025,search: google places api;
87,1697559036,visit: Overview  |  Places API  |  Google for Developers;
88,1697559077,visit: Text Search  |  Places API  |  Google for Developers;
89,1697559091,visit: Find Place  |  Places API  |  Google for Developers;
90,1697559259,revisit: Text Search  |  Places API  |  Google for Developers;
91,1697559352,visit: https://chat.openai.com/;
92,1697559452,visit: https://chat.openai.com/c/efa671f9-073f-45fa-bfbf-9a74ee6d5a23;
93,1697559478,revisit: https://chat.openai.com/c/efa671f9-073f-45fa-bfbf-9a74ee6d5a23;
97,1697559639,revisit: Google Cloud Platform;
98,1697559687,visit: Google Cloud console;
99,1697559700,revisit: Google Cloud Platform;
100,1697559718,search: google maps api billing info;
101,1697559719,visit: Google Maps Platform Billing  |  Google for Developers;
102,1697559726,revisit: Platform Pricing & API Costs - Google Maps Platform;
103,1697559733,revisit: Google Cloud Platform;
107,1697560069,search: why does google maps api only return a few results;
108,1697560130,visit: Obtaining more than 20 results with Google Places API - Stack Overflow;
109,1697560142,visit: android - How to get 20+ result from Google Places API? - Stack Overflow;
110,1697560169,visit: Place Search  |  Places API  |  Google for Developers;
111,1697560318,revisit: android - How to get 20+ result from Google Places API? - Stack Overflow;
122,1697561119,search: brewhouse historical sports bar;
123,1697561124,revisit: android - How to get 20+ result from Google Places API? - Stack Overflow;
134,1697561679,search: how long do you need to pause before next_token google maps;
135,1697561683,visit: Google Places API : next_page_token error - Stack Overflow;
143,1697561813,revisit: Place Search  |  Places API  |  Google for Developers;
144,1697561851,revisit: Google Places API : next_page_token error - Stack Overflow;
145,1697561860,search: st louis zip codes;
146,1697561865,visit: st louis zip codes - Google Search;
147,1697561877,revisit: Google Places API : next_page_token error - Stack Overflow;
148,1697561901,search: google maps api get more than 60 restaurants;
149,1697561904,visit: Is there any way to get more than 60 results from Google Places API? - Stack Overflow;
150,1697561924,revisit: Google Maps Platform Billing  |  Google for Developers;
151,1697561933,revisit: Google Cloud Platform;
152,1697562072,revisit: https://chat.openai.com/c/efa671f9-073f-45fa-bfbf-9a74ee6d5a23;
153,1697562082,revisit: Is there any way to get more than 60 results from Google Places API? - Stack Overflow;
154,1697562090,revisit: Nearby Search  |  Places API  |  Google for Developers;
155,1697562102,revisit: Place Search  |  Places API  |  Google for Developers;
156,1697562136,revisit: Text Search  |  Places API  |  Google for Developers;
157,1697562163,revisit: Nearby Search  |  Places API  |  Google for Developers;
158,1697562239,search: google maps api find nearby zip codes;
159,1697562242,revisit: Nearby Search  |  Places API  |  Google for Developers;
160,1697562340,search: google maps api find restaurants in zip code;
161,1697562344,revisit: Nearby Search  |  Places API  |  Google for Developers;
162,1697562372,search: use google maps api to get a total count of restaurants in city;
163,1697562374,visit: javascript - How to get restaurant list from google map by just entering city/town name? - Stack Overflow;
164,1697562394,visit: Google Maps Platform Documentation  |  Geocoding API  |  Google for Developers;
165,1697562402,visit: 404  |  Page Not Found  |  Google for Developers;
166,1697563047,revisit: Google Maps Platform Documentation  |  Geocoding API  |  Google for Developers;
171,1697563314,search: how to break up a circle into smaller circles;
172,1697563335,visit: How to devide the area of a circle into many small circles who areas put together equal the area of the big circle - Quora;
173,1697563347,revisit: https://chat.openai.com/;
174,1697563410,"search: How can I divide a large circle into a grid of overlapping smaller circles which cover the surface area of the original large circle with minimum overlap, given varying grid sizes?;"
175,1697563423,visit: Algorithm - Circle Overlapping - Mathematics Stack Exchange;
176,1697563454,revisit: https://chat.openai.com/c/49e8511a-81d5-4315-9db2-7102ea1b1989;
177,1697563554,revisit: Algorithm - Circle Overlapping - Mathematics Stack Exchange;
178,1697563632,search: lattitude and longitude to meter conversion;
179,1697563637,visit: math - How to convert latitude or longitude to meters? - Stack Overflow;
180,1697563741,search: meter to longitude and latitude conversion;
181,1697563744,visit: coordinate system - Algorithm for offsetting a latitude/longitude by some amount of meters - Geographic Information Systems Stack Exchange;
182,1697563861,search: python consine;
183,1697564058,revisit: coordinate system - Algorithm for offsetting a latitude/longitude by some amount of meters - Geographic Information Systems Stack Exchange;
184,1697564069,revisit: Algorithm - Circle Overlapping - Mathematics Stack Exchange;
185,1697564138,search: circles and angles overlap animation;
186,1697564144,search: circles and angles overlap playground;
187,1697564163,revisit: https://chat.openai.com/c/49e8511a-81d5-4315-9db2-7102ea1b1989;
193,1697565107,revisit: circles and angles overlap playground;
194,1697565149,revisit: circles and angles overlap playground;
195,1697565162,search: equal circles with 60 degree overlap;
196,1697565167,visit: equal circles with 60 degree overlap - Google Search;
197,1697565251,revisit: https://chat.openai.com/c/49e8511a-81d5-4315-9db2-7102ea1b1989;
201,1697565658,search: 30 60 90 triangle dimensions;
207,1697565823,search: google api draw circle on map;
208,1697565827,visit: Circles  |  Maps JavaScript API  |  Google for Developers;
209,1697565869,revisit: https://chat.openai.com/;
210,1697566002,visit: https://chat.openai.com/c/affcb579-715d-489f-8075-169bd58c734d;
211,1697566033,visit: Use API Keys  |  Maps JavaScript API  |  Google for Developers;
212,1697566041,revisit: https://chat.openai.com/c/affcb579-715d-489f-8075-169bd58c734d;
213,1697566116,search: read from file in javascript;
214,1697566124,visit: Read files in JavaScript  |  Articles  |  web.dev;
215,1697566131,revisit: https://chat.openai.com/c/affcb579-715d-489f-8075-169bd58c734d;
216,1697566225,visit: file:///Users/joeyallen/Documents/CodeBase3/Project3/testCircles.html;
217,1697566305,revisit: https://chat.openai.com/c/affcb579-715d-489f-8075-169bd58c734d;
218,1697566516,search: google maps change API key;
219,1697566523,revisit: Use API Keys  |  Maps JavaScript API  |  Google for Developers;
220,1697566544,revisit: API security best practices  |  Google Maps Platform  |  Google for Developers;
221,1697566611,revisit: Google Maps Platform  |  Google for Developers;
222,1697566648,revisit: Google Cloud Platform;
223,1697566746,revisit: https://chat.openai.com/c/affcb579-715d-489f-8075-169bd58c734d;
224,1697566789,revisit: file:///Users/joeyallen/Documents/CodeBase3/Project3/testCircles.html;
225,1697566860,visit: Google Maps;
226,1697566942,revisit: file:///Users/joeyallen/Documents/CodeBase3/Project3/testCircles.html;
236,1697570859,search: weigh two variables to make one normal distribution;
237,1697573496,revisit: file:///Users/joeyallen/Documents/CodeBase3/Project3/testCircles.html;
238,1697573532,revisit: Google Cloud Platform;
239,1697573553,"visit: algorithm - Calculating new longitude, latitude from old + n meters - Stack Overflow;"
240,1697573618,revisit: https://chat.openai.com/;
241,1697573667,visit: https://chat.openai.com/c/777d8844-30c0-4101-a9ba-6d5db1feb893;
246,1697573818,revisit: file:///Users/joeyallen/Documents/CodeBase3/Project3/testCircles.html;
264,1697574883,visit: latitude longitude - Google Search;
265,1697574901,revisit: file:///Users/joeyallen/Documents/CodeBase3/Project3/testCircles.html;
269,1697574979,search: javascript for loop;
270,1697575027,visit: JavaScript for Loop;
271,1697575058,revisit: file:///Users/joeyallen/Documents/CodeBase3/Project3/testCircles.html;
278,1697575243,revisit: weigh two variables to make one normal distribution;
279,1697575327,visit: unit circle - Google Search;
280,1697575368,search: 30 60 90 triangle in circle;
281,1697575390,search: 30 60 90 triangle;
282,1697575552,revisit: coordinate system - Algorithm for offsetting a latitude/longitude by some amount of meters - Geographic Information Systems Stack Exchange;
283,1697575561,revisit: Algorithm - Circle Overlapping - Mathematics Stack Exchange;
284,1697575606,revisit: file:///Users/joeyallen/Documents/CodeBase3/Project3/testCircles.html;
285,1697575655,revisit: Algorithm - Circle Overlapping - Mathematics Stack Exchange;
286,1697575674,revisit: 30 60 90 triangle;
293,1697575780,revisit: file:///Users/joeyallen/Documents/CodeBase3/Project3/testCircles.html;
294,1697575875,revisit: JavaScript for Loop;
295,1697576073,revisit: Algorithm - Circle Overlapping - Mathematics Stack Exchange;
296,1697576107,revisit: Algorithm - Circle Overlapping - Mathematics Stack Exchange;
297,1697576412,search: how many degrees in circle;
298,1697576421,revisit: Algorithm - Circle Overlapping - Mathematics Stack Exchange;
299,1697576456,revisit: https://chat.openai.com/c/affcb579-715d-489f-8075-169bd58c734d;
304,1697576487,revisit: file:///Users/joeyallen/Documents/CodeBase3/Project3/testCircles.html;
305,1697576572,revisit: https://chat.openai.com/c/777d8844-30c0-4101-a9ba-6d5db1feb893;
306,1697576577,revisit: https://chat.openai.com/;
307,1697576691,visit: https://chat.openai.com/c/f03a111a-724e-4305-8dc1-fd0e92b5cdb4;
312,1697576964,revisit: file:///Users/joeyallen/Documents/CodeBase3/Project3/testCircles.html;
325,1697577327,revisit: Algorithm - Circle Overlapping - Mathematics Stack Exchange;
326,1697577338,revisit: file:///Users/joeyallen/Documents/CodeBase3/Project3/testCircles.html;
350,1697579065,visit: greggs bar - Google Search;
351,1697579081,revisit: file:///Users/joeyallen/Documents/CodeBase3/Project3/testCircles.html;
356,1697579394,search: breakfast and burgers;
357,1697579444,visit: Breakfast and Burgers;
358,1697579452,revisit: file:///Users/joeyallen/Documents/CodeBase3/Project3/testCircles.html;
359,1697579511,visit: markos fish - Google Search;
360,1697579516,revisit: Google Maps;
361,1697579549,revisit: file:///Users/joeyallen/Documents/CodeBase3/Project3/testCircles.html;
366,1697579674,search: pyplot scatter with labels;
367,1697579680,visit: python - Scatter plot with different text at each data point - Stack Overflow;
368,1697579692,search: pandas dataframe scatter plot;
369,1697579693,visit: pandas.DataFrame.plot.scatter — pandas 2.1.1 documentation;
370,1697579793,search: pandas log scale column;
371,1697579796,visit: python - Pandas Series: Log Normalize - Stack Overflow;
372,1697579813,search: numpy log;
373,1697579815,visit: numpy.log — NumPy v1.26 Manual;
377,1697579888,visit: python - How to add hovering annotations to a plot - Stack Overflow;
378,1697580030,revisit: https://chat.openai.com/;
379,1697580172,visit: https://chat.openai.com/c/03d060f4-2d60-4d31-9eeb-0e5af7a85c05;
386,1697580783,revisit: python - How to add hovering annotations to a plot - Stack Overflow;
387,1697580790,revisit: https://chat.openai.com/c/03d060f4-2d60-4d31-9eeb-0e5af7a85c05;
388,1697580800,visit: matplotlib.pyplot.annotate — Matplotlib 3.8.0 documentation;
389,1697580843,revisit: https://chat.openai.com/c/03d060f4-2d60-4d31-9eeb-0e5af7a85c05;
401,1697638476,visit: kabul express - Google Search;
402,1697638486,revisit: Google Maps;
403,1697638504,revisit: matplotlib.pyplot.annotate — Matplotlib 3.8.0 documentation;
407,1697638518,search: stacked stl;
410,1697638629,search: outlier detection;
411,1697638639,visit: 5 Outlier Detection Techniques that every “Data Enthusiast” Must Know | by Prakhar Mishra | Towards Data Science;
428,1697639800,revisit: file:///Users/joeyallen/Documents/CodeBase3/Project3/testCircles.html;
429,1697639816,revisit: Read files in JavaScript  |  Articles  |  web.dev;
430,1697639822,revisit: file:///Users/joeyallen/Documents/CodeBase3/Project3/testCircles.html;
431,1697639858,revisit: Read files in JavaScript  |  Articles  |  web.dev;
432,1697639872,revisit: Google Cloud Platform;
433,1697639880,revisit: Find Place  |  Places API  |  Google for Developers;
434,1697639918,revisit: Google Cloud Platform;
435,1697639954,revisit: Google Cloud Platform;
436,1697639973,revisit: whats my ip;
437,1697640169,revisit: file:///Users/joeyallen/Documents/CodeBase3/Project3/testCircles.html;
442,1697640393,revisit: whats my ip;
443,1697640467,revisit: Google Cloud Platform;
444,1697640483,revisit: file:///Users/joeyallen/Documents/CodeBase3/Project3/testCircles.html;
453,1697640729,revisit: https://chat.openai.com/;
454,1697640848,visit: https://chat.openai.com/c/4c443e44-41b5-41d4-9399-cf2eece83478;
455,1697640924,revisit: file:///Users/joeyallen/Documents/CodeBase3/Project3/testCircles.html;
472,1697641465,revisit: https://chat.openai.com/c/4c443e44-41b5-41d4-9399-cf2eece83478;
473,1697641476,revisit: Google Cloud Platform;
474,1697641483,revisit: file:///Users/joeyallen/Documents/CodeBase3/Project3/testCircles.html;
475,1697641548,revisit: Google Cloud Platform;
480,1697641656,revisit: file:///Users/joeyallen/Documents/CodeBase3/Project3/testCircles.html;
485,1697641796,revisit: Google Cloud Platform;
486,1697641971,revisit: file:///Users/joeyallen/Documents/CodeBase3/Project3/testCircles.html;
487,1697641991,revisit: Google Maps;
491,1697642051,revisit: file:///Users/joeyallen/Documents/CodeBase3/Project3/testCircles.html;
492,1697642073,revisit: Google Maps;
493,1697642088,revisit: file:///Users/joeyallen/Documents/CodeBase3/Project3/testCircles.html;
494,1697642166,revisit: Google Maps;
499,1697642227,revisit: Google Cloud Platform;
500,1697642244,revisit: file:///Users/joeyallen/Documents/CodeBase3/Project3/testCircles.html;
501,1697642453,revisit: Google Cloud Platform;
502,1697642462,revisit: file:///Users/joeyallen/Documents/CodeBase3/Project3/testCircles.html;
503,1697642519,revisit: google chrome extension - Change the popup element when matching a URL - Stack Overflow;
504,1697642524,revisit: file:///Users/joeyallen/Documents/CodeBase3/Project3/testCircles.html;
505,1697642629,revisit: Google Cloud Platform;
506,1697642681,revisit: Google Maps Platform Billing  |  Google for Developers;
507,1697642693,revisit: Google Cloud Platform;
508,1697642930,revisit: Google Maps Platform Billing  |  Google for Developers;
519,1697644556,visit: db cooper's safe house - Google Search;
520,1697644581,search: google maps types of places;
521,1697644583,visit: Place Types  |  Places API  |  Google for Developers;
527,1697644720,search: vivola express;
528,1697644733,revisit: Place Types  |  Places API  |  Google for Developers;
535,1697645600,search: plt scatter jitter;
536,1697645602,visit: python - Matplotlib: avoiding overlapping datapoints in a scatter/dot/beeswarm plot - Stack Overflow;
537,1697645724,search: numpy random;
538,1697645726,visit: Random sampling (numpy.random) — NumPy v1.26 Manual;
555,1697646664,search: missouri bakery;
556,1697646673,revisit: Google Maps;
557,1697646848,revisit: Place Types  |  Places API  |  Google for Developers;
558,1697647183,revisit: Place Types  |  Places API  |  Google for Developers;
